Folder,DOI,Publication_link,Title,Abstract,Scientific_Name,Common_Name,Sharing_Link,Requires_Authorization,Phenotype,Map,Pedigree,N_Geno,N_markers,Download_Instructions,Tags
00089_AdaptiveCapacityToClimateInAustralia,https://doi.org/10.5061/dryad.03g3s3q,https://onlinelibrary.wiley.com/doi/10.1111/mec.15092,Standing genomic variation within coding and regulatory regions contributes to the adaptive capacity to climate in a foundation tree species,"Global climate is rapidly changing, and the ability for tree species to adapt is dependent on standing genomic variation; however, the distribution and abundance of functional and adaptive variants are poorly understood in natural systems. We test key hypotheses regarding the genetics of adaptive variation in a foundation tree: genomic variation is associated with climate, and genomic variation is more likely to be associated with temperature than precipitation or aridity. To test these hypotheses, we used 9,593 independent, genomic single-nucleotide polymorphisms (SNPs) from 270 individuals sampled from Corymbia calophylla's entire distribution in south-western Western Australia, spanning orthogonal temperature and precipitation gradients. Environmental association analyses returned 537 unique SNPs putatively adaptive to climate. We identified SNPs associated with climatic variation (i.e., temperature [458], precipitation [75] and aridity [78]) across the landscape. Of these, 78 SNPs were nonsynonymous (NS), while 26 SNPs were found within gene regulatory regions. The NS and regulatory candidate SNPs associated with temperature explained more deviance (27.35%) than precipitation (5.93%) and aridity (4.77%), suggesting that temperature provides stronger adaptive signals than precipitation. Genes associated with adaptive variants include functions important in stress responses to temperature and precipitation. Patterns of allelic turnover of NS and regulatory SNPs show small patterns of change through climate space with the exception of an aldehyde dehydrogenase gene variant with 80% allelic turnover with temperature. Together, these findings provide evidence for the presence of adaptive variation to climate in a foundation species and provide critical information to guide adaptive management practices.",Corymbia calophylla,Marri,https://datadryad.org/stash/dataset/doi:10.5061/dryad.03g3s3q,FALSE,TRUE,FALSE,FALSE,263,9593,NA,climate change; genomic variation; adaptive genetics; single-nucleotide polymorphisms (SNPs); environmental association analysis; tree adaptation; Corymbia calophylla; adaptive management practices
00090_InferencesSNPsPatternsMicrosatellites,https://doi.org/10.5061/dryad.40c7c,https://onlinelibrary.wiley.com/doi/10.1111/1755-0998.12591,Population genetic inferences using immune gene SNPs mirror patterns inferred by microsatellites,"Single nucleotide polymorphisms (SNPs) are replacing microsatellites for population genetic analyses, but it is not apparent how many SNPs are needed or how well SNPs correlate with microsatellites. We used data from the gopher tortoise, Gopherus polyphemus—a species with small populations, to compare SNPs and microsatellites to estimate population genetic parameters. Specifically, we compared one SNP data set (16 tortoises from four populations sequenced at 17 901 SNPs) to two microsatellite data sets, a full data set of 101 tortoises and a partial data set of 16 tortoises previously genotyped at 10 microsatellites. For the full microsatellite data set, observed heterozygosity, expected heterozygosity and FST were correlated between SNPs and microsatellites; however, allelic richness was not. The same was true for the partial microsatellite data set, except that allelic richness, but not observed heterozygosity, was correlated. The number of clusters estimated by structure differed for each data set (SNPs = 2; partial microsatellite = 3; full microsatellite = 4). Principle component analyses (PCA) showed four clusters for all data sets. More than 800 SNPs were needed to correlate with allelic richness, observed heterozygosity and expected heterozygosity, but only 100 were needed for FST. The number of SNPs typically obtained from next-generation sequencing (NGS) far exceeds the number needed to correlate with microsatellite parameter estimates. Our study illustrates that diversity, FST and PCA results from microsatellites can mirror those obtained with SNPs. These results may be generally applicable to small populations, a defining feature of endangered and threatened species, because theory predicts that genetic drift will tend to outweigh selection in small populations.",Gopherus polyphemus,Gopher tortoise,https://datadryad.org/stash/dataset/doi:10.5061/dryad.40c7c,FALSE,FALSE,TRUE,FALSE,16,17901,NA,population genetics; SNPs; microsatellites; gopher tortoise; genetic diversity; next-generation sequencing; FST; endangered species
00091_PumpkinHybridPerformance,https://doi.org/10.5061/dryad.ts718t2,https://acsess.onlinelibrary.wiley.com/doi/10.3835/plantgenome2018.10.0082,Genomic prediction of pumpkin hybrid performance,"Genomic prediction has become an increasingly popular tool for hybrid performance evaluation in plant breeding mainly because that it can reduce cost and accelerate a breeding program. In this study, we propose a systematic procedure to predict hybrid performance using a genomic selection (GS) model that takes both additive and dominance marker effects into account. We first demonstrate the advantage of the additive–dominance effects model over the only additive effects model through a simulation study. Based on the additive–dominance model, we predict genomic estimated breeding values (GEBVs) for individual hybrid combinations and their parental lines. The GEBV-based specific combining ability (SCA) for each hybrid and general combining ability (GCA) for its parental lines are then derived to quantify the degree of midparent heterosis (MPH) or better-parent heterosis (BPH) of the hybrid. Finally, we estimate the variance components resulting from additive and dominance gene action effects and heritability using a genomic best linear unbiased predictor (g-BLUP) model. These estimates are used to justify the results of the genomic prediction study. A pumpkin (Cucurbita spp.) data set is given to illustrate the provided procedure. The data set consists of 320 parental lines with 61,179 collected single nucleotide polymorphism (SNP) markers; 119, 120, and 120 phenotypic values of hybrids on three quantitative traits within C.maxima Duchesne; and 89, 111, and 90 phenotypic values of hybrids on the same three quantitative traits within C. moshata Dechesne.",Cucurbita moschata,Crookneck pumpkin,https://datadryad.org/stash/dataset/doi:10.5061/dryad.ts718t2,FALSE,TRUE,FALSE,FALSE,10153,4522,NA,genomic prediction; hybrid performance; plant breeding; genomic selection model; marker effects; heritability; heterosis; single nucleotide polymorphism (SNP)
00092_GenomicPredictionSoaySheepCoatcolour,https://doi.org/10.5061/dryad.h44j0zpkq,https://onlinelibrary.wiley.com/doi/10.1111/mec.16262,Genomic prediction in the wild: A case study in Soay sheep,"Genomic prediction, the technique whereby an individual's genetic component of their phenotype is estimated from its genome, has revolutionised animal and plant breeding and medical genetics. However, despite being first introduced nearly two decades ago, it has hardly been adopted by the evolutionary genetics community studying wild organisms. Here, genomic prediction is performed on eight traits in a wild population of Soay sheep. The population has been the focus of a >30 year evolutionary ecology study and there is already considerable understanding of the genetic architecture of the focal Mendelian and quantitative traits. We show that the accuracy of genomic prediction is high for all traits, but especially those with loci of large effect segregating. Five different methods are compared, and the two methods that can accommodate zero-effect and large-effect loci in the same model tend to perform best. If the accuracy of genomic prediction is similar in other wild populations, then there is a real opportunity for pedigree-free molecular quantitative genetics research to be enabled in many more wild populations; currently the literature is dominated by studies that have required decades of field data collection to generate sufficiently deep pedigrees. Finally, some of the potential applications of genomic prediction in wild populations are discussed.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h44j0zpkq,FALSE,TRUE,FALSE,FALSE,4737,35885,NA,genomic prediction; evolutionary genetics; animal breeding; plant breeding; medical genetics; Soay sheep; quantitative traits; molecular genetics
00093_GenomicPredictionSoaySheepCoatpattern,https://doi.org/10.5061/dryad.h44j0zpkq,https://onlinelibrary.wiley.com/doi/10.1111/mec.16262,Genomic prediction in the wild: A case study in Soay sheep,"Genomic prediction, the technique whereby an individual's genetic component of their phenotype is estimated from its genome, has revolutionised animal and plant breeding and medical genetics. However, despite being first introduced nearly two decades ago, it has hardly been adopted by the evolutionary genetics community studying wild organisms. Here, genomic prediction is performed on eight traits in a wild population of Soay sheep. The population has been the focus of a >30 year evolutionary ecology study and there is already considerable understanding of the genetic architecture of the focal Mendelian and quantitative traits. We show that the accuracy of genomic prediction is high for all traits, but especially those with loci of large effect segregating. Five different methods are compared, and the two methods that can accommodate zero-effect and large-effect loci in the same model tend to perform best. If the accuracy of genomic prediction is similar in other wild populations, then there is a real opportunity for pedigree-free molecular quantitative genetics research to be enabled in many more wild populations; currently the literature is dominated by studies that have required decades of field data collection to generate sufficiently deep pedigrees. Finally, some of the potential applications of genomic prediction in wild populations are discussed.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h44j0zpkq,FALSE,TRUE,FALSE,FALSE,4737,35885,NA,genomic prediction; animal breeding; plant breeding; medical genetics; evolutionary genetics; quantitative traits; genetic architecture; wild populations
00094_GenomicPredictionSoaySheepHornlength,https://doi.org/10.5061/dryad.h44j0zpkq,https://onlinelibrary.wiley.com/doi/10.1111/mec.16262,Genomic prediction in the wild: A case study in Soay sheep,"Genomic prediction, the technique whereby an individual's genetic component of their phenotype is estimated from its genome, has revolutionised animal and plant breeding and medical genetics. However, despite being first introduced nearly two decades ago, it has hardly been adopted by the evolutionary genetics community studying wild organisms. Here, genomic prediction is performed on eight traits in a wild population of Soay sheep. The population has been the focus of a >30 year evolutionary ecology study and there is already considerable understanding of the genetic architecture of the focal Mendelian and quantitative traits. We show that the accuracy of genomic prediction is high for all traits, but especially those with loci of large effect segregating. Five different methods are compared, and the two methods that can accommodate zero-effect and large-effect loci in the same model tend to perform best. If the accuracy of genomic prediction is similar in other wild populations, then there is a real opportunity for pedigree-free molecular quantitative genetics research to be enabled in many more wild populations; currently the literature is dominated by studies that have required decades of field data collection to generate sufficiently deep pedigrees. Finally, some of the potential applications of genomic prediction in wild populations are discussed.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h44j0zpkq,FALSE,TRUE,FALSE,FALSE,472,36437,NA,genomic prediction; evolutionary genetics; animal breeding; quantitative traits; genetic architecture; Mendelian traits; wild populations; molecular quantitative genetics
00095_GenomicPredictionSoaySheepJaw,https://doi.org/10.5061/dryad.h44j0zpkq,https://onlinelibrary.wiley.com/doi/10.1111/mec.16262,Genomic prediction in the wild: A case study in Soay sheep,"Genomic prediction, the technique whereby an individual's genetic component of their phenotype is estimated from its genome, has revolutionised animal and plant breeding and medical genetics. However, despite being first introduced nearly two decades ago, it has hardly been adopted by the evolutionary genetics community studying wild organisms. Here, genomic prediction is performed on eight traits in a wild population of Soay sheep. The population has been the focus of a >30 year evolutionary ecology study and there is already considerable understanding of the genetic architecture of the focal Mendelian and quantitative traits. We show that the accuracy of genomic prediction is high for all traits, but especially those with loci of large effect segregating. Five different methods are compared, and the two methods that can accommodate zero-effect and large-effect loci in the same model tend to perform best. If the accuracy of genomic prediction is similar in other wild populations, then there is a real opportunity for pedigree-free molecular quantitative genetics research to be enabled in many more wild populations; currently the literature is dominated by studies that have required decades of field data collection to generate sufficiently deep pedigrees. Finally, some of the potential applications of genomic prediction in wild populations are discussed.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h44j0zpkq,FALSE,TRUE,FALSE,FALSE,897,36417,NA,genomic prediction; animal breeding; plant breeding; medical genetics; evolutionary genetics; wild populations; quantitative genetics; Soay sheep
00096_GenomicPredictionSoaySheepMetacarpal,https://doi.org/10.5061/dryad.h44j0zpkq,https://onlinelibrary.wiley.com/doi/10.1111/mec.16262,Genomic prediction in the wild: A case study in Soay sheep,"Genomic prediction, the technique whereby an individual's genetic component of their phenotype is estimated from its genome, has revolutionised animal and plant breeding and medical genetics. However, despite being first introduced nearly two decades ago, it has hardly been adopted by the evolutionary genetics community studying wild organisms. Here, genomic prediction is performed on eight traits in a wild population of Soay sheep. The population has been the focus of a >30 year evolutionary ecology study and there is already considerable understanding of the genetic architecture of the focal Mendelian and quantitative traits. We show that the accuracy of genomic prediction is high for all traits, but especially those with loci of large effect segregating. Five different methods are compared, and the two methods that can accommodate zero-effect and large-effect loci in the same model tend to perform best. If the accuracy of genomic prediction is similar in other wild populations, then there is a real opportunity for pedigree-free molecular quantitative genetics research to be enabled in many more wild populations; currently the literature is dominated by studies that have required decades of field data collection to generate sufficiently deep pedigrees. Finally, some of the potential applications of genomic prediction in wild populations are discussed.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h44j0zpkq,FALSE,TRUE,FALSE,FALSE,890,36432,NA,genomic prediction; evolutionary genetics; animal breeding; plant breeding; medical genetics; quantitative traits; Soay sheep; wild populations
00097_GenomicPredictionSoaySheepForeleg,https://doi.org/10.5061/dryad.h44j0zpkq,https://onlinelibrary.wiley.com/doi/10.1111/mec.16262,Genomic prediction in the wild: A case study in Soay sheep,"Genomic prediction, the technique whereby an individual's genetic component of their phenotype is estimated from its genome, has revolutionised animal and plant breeding and medical genetics. However, despite being first introduced nearly two decades ago, it has hardly been adopted by the evolutionary genetics community studying wild organisms. Here, genomic prediction is performed on eight traits in a wild population of Soay sheep. The population has been the focus of a >30 year evolutionary ecology study and there is already considerable understanding of the genetic architecture of the focal Mendelian and quantitative traits. We show that the accuracy of genomic prediction is high for all traits, but especially those with loci of large effect segregating. Five different methods are compared, and the two methods that can accommodate zero-effect and large-effect loci in the same model tend to perform best. If the accuracy of genomic prediction is similar in other wild populations, then there is a real opportunity for pedigree-free molecular quantitative genetics research to be enabled in many more wild populations; currently the literature is dominated by studies that have required decades of field data collection to generate sufficiently deep pedigrees. Finally, some of the potential applications of genomic prediction in wild populations are discussed.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h44j0zpkq,FALSE,TRUE,FALSE,FALSE,1126,36254,NA,genomic prediction; evolutionary genetics; Soay sheep; genetic architecture; quantitative traits; Mendelian traits; wild populations; molecular quantitative genetics
00098_GenomicPredictionSoaySheepHindleg,https://doi.org/10.5061/dryad.h44j0zpkq,https://onlinelibrary.wiley.com/doi/10.1111/mec.16262,Genomic prediction in the wild: A case study in Soay sheep,"Genomic prediction, the technique whereby an individual's genetic component of their phenotype is estimated from its genome, has revolutionised animal and plant breeding and medical genetics. However, despite being first introduced nearly two decades ago, it has hardly been adopted by the evolutionary genetics community studying wild organisms. Here, genomic prediction is performed on eight traits in a wild population of Soay sheep. The population has been the focus of a >30 year evolutionary ecology study and there is already considerable understanding of the genetic architecture of the focal Mendelian and quantitative traits. We show that the accuracy of genomic prediction is high for all traits, but especially those with loci of large effect segregating. Five different methods are compared, and the two methods that can accommodate zero-effect and large-effect loci in the same model tend to perform best. If the accuracy of genomic prediction is similar in other wild populations, then there is a real opportunity for pedigree-free molecular quantitative genetics research to be enabled in many more wild populations; currently the literature is dominated by studies that have required decades of field data collection to generate sufficiently deep pedigrees. Finally, some of the potential applications of genomic prediction in wild populations are discussed.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h44j0zpkq,FALSE,TRUE,FALSE,FALSE,1139,36263,NA,genomic prediction; evolutionary genetics; Soay sheep; genetic architecture; quantitative traits; Mendelian traits; molecular quantitative genetics; wild populations
00099_GenomicPredictionSoaySheepWeight,https://doi.org/10.5061/dryad.h44j0zpkq,https://onlinelibrary.wiley.com/doi/10.1111/mec.16262,Genomic prediction in the wild: A case study in Soay sheep,"Genomic prediction, the technique whereby an individual's genetic component of their phenotype is estimated from its genome, has revolutionised animal and plant breeding and medical genetics. However, despite being first introduced nearly two decades ago, it has hardly been adopted by the evolutionary genetics community studying wild organisms. Here, genomic prediction is performed on eight traits in a wild population of Soay sheep. The population has been the focus of a >30 year evolutionary ecology study and there is already considerable understanding of the genetic architecture of the focal Mendelian and quantitative traits. We show that the accuracy of genomic prediction is high for all traits, but especially those with loci of large effect segregating. Five different methods are compared, and the two methods that can accommodate zero-effect and large-effect loci in the same model tend to perform best. If the accuracy of genomic prediction is similar in other wild populations, then there is a real opportunity for pedigree-free molecular quantitative genetics research to be enabled in many more wild populations; currently the literature is dominated by studies that have required decades of field data collection to generate sufficiently deep pedigrees. Finally, some of the potential applications of genomic prediction in wild populations are discussed.",Ovis aries,Sheep,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h44j0zpkq,FALSE,TRUE,FALSE,FALSE,1168,36335,NA,genomic prediction; evolutionary genetics; Soay sheep; genetic architecture; quantitative traits; Mendelian traits; molecular quantitative genetics; wildlife conservation
00100_PopulationGeneticInferenceSeaBass,https://doi.org/10.1371/journal.pone.0157809,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0157809,"Genome-Wide SNP Discovery, Genotyping and Their Preliminary Applications for Population Genetic Inference in Spotted Sea Bass (Lateolabrax maculatus)","Next-generation sequencing and the collection of genome-wide single-nucleotide polymorphisms (SNPs) allow identifying fine-scale population genetic structure and genomic regions under selection. The spotted sea bass (Lateolabrax maculatus) is a non-model species of ecological and commercial importance and widely distributed in northwestern Pacific. A total of 22 648 SNPs was discovered across the genome of L. maculatus by paired-end sequencing of restriction-site associated DNA (RAD-PE) for 30 individuals from two populations. The nucleotide diversity (π) for each population was 0.0028±0.0001 in Dandong and 0.0018±0.0001 in Beihai, respectively. Shallow but significant genetic differentiation was detected between the two populations analyzed by using both the whole data set (FST = 0.0550, P < 0.001) and the putatively neutral SNPs (FST = 0.0347, P < 0.001). However, the two populations were highly differentiated based on the putatively adaptive SNPs (FST = 0.6929, P < 0.001). Moreover, a total of 356 SNPs representing 298 unique loci were detected as outliers putatively under divergent selection by FST-based outlier tests as implemented in BAYESCAN and LOSITAN. Functional annotation of the contigs containing putatively adaptive SNPs yielded hits for 22 of 55 (40%) significant BLASTX matches. Candidate genes for local selection constituted a wide array of functions, including binding, catalytic and metabolic activities, etc. The analyses with the SNPs developed in the present study highlighted the importance of genome-wide genetic variation for inference of population structure and local adaptation in L. maculatus.",Lateolabrax maculatus,Spotted sea bass,https://figshare.com/articles/dataset/Genome-Wide_SNP_Discovery_Genotyping_and_Their_Preliminary_Applications_for_Population_Genetic_Inference_in_Spotted_Sea_Bass_i_Lateolabrax_maculatus_i_/3460751?file=5441483,FALSE,FALSE,FALSE,FALSE,30,22648,NA,next-generation sequencing; single-nucleotide polymorphisms; population genetic structure; genomic selection; spotted sea bass; RAD-PE sequencing; genetic differentiation; local adaptation
00101_CopyNumberVariantsMarineSpecies,https://doi.org/10.5061/dryad.vt4b8gtnv,https://onlinelibrary.wiley.com/doi/10.1111/mec.15565,Copy number variants outperform SNPs to reveal genotypeñtemperature association in a marine species,"Copy number variants (CNVs) are a major component of genotypic and phenotypic variation in genomes. To date, our knowledge of genotypic variation and evolution has largely been acquired by means of single nucleotide polymorphism (SNPs) analyses. Until recently, the adaptive role of structural variants (SVs) and particularly that of CNVs has been overlooked in wild populations, partly due to their challenging identification. Here, we document the usefulness of Rapture, a derived reduced-representation shotgun sequencing approach, to detect and investigate copy number variants (CNVs) alongside SNPs in American lobster (Homarus americanus) populations. We conducted a comparative study to examine the potential role of SNPs and CNVs in local adaptation by sequencing 1,141 lobsters from 21 sampling sites within the southern Gulf of St. Lawrence, which experiences the highest yearly thermal variance of the Canadian marine coastal waters. Our results demonstrated that CNVs account for higher genetic differentiation than SNP markers. Contrary to SNPs, for which no significant genetic–environment association was found, 48 CNV candidates were significantly associated with the annual variance of sea surface temperature, leading to the genetic clustering of sampling locations despite their geographic separation. Altogether, we provide a strong empirical case that CNVs putatively contribute to local adaptation in marine species and unveil stronger spatial signal of population structure than SNPs. Our study provides the means to study CNVs in nonmodel species and highlights the importance of considering structural variants alongside SNPs to enhance our understanding of ecological and evolutionary processes shaping adaptive population structure.",Homarus americanus,American lobster,https://datadryad.org/stash/dataset/doi:10.5061/dryad.vt4b8gtnv,FALSE,TRUE,FALSE,FALSE,1113,44374,NA,genomics; copy number variants; single nucleotide polymorphisms; local adaptation; marine biology; population genetics; ecological genetics; structural variants
00102_GeneticVariationDiverseSoybean,https://doi.org/10.15482/USDA.ADC/1518301,https://www.nature.com/articles/s41597-021-00834-w,"Genetic variation among 481 diverse soybean accessions, inferred from genomic re-sequencing","We report characteristics of soybean genetic diversity and structure from the resequencing of 481 diverse soybean accessions, comprising 52 wild (Glycine soja) selections and 429 cultivated (Glycine max) varieties (landraces and elites). This data was used to identify 7.8 million SNPs, to predict SNP effects relative to genic regions, and to identify the genetic structure, relationships, and linkage disequilibrium. We found evidence of distinct, mostly independent selection of lineages by particular geographic location. Among cultivated varieties, we identified numerous highly conserved regions, suggesting selection during domestication. Comparisons of these accessions against the whole U.S. germplasm genotyped with the SoySNP50K iSelect BeadChip revealed that over 95% of the re-sequenced accessions have a high similarity to their SoySNP50K counterparts. Probable errors in seed source or genotype tracking were also identified in approximately 5% of the accessions.",Glycine sp,Soybean,https://agdatacommons.nal.usda.gov/articles/dataset/Data_from_Genetic_variation_among_481_diverse_soybean_accessions/25212539,FALSE,FALSE,FALSE,FALSE,481,7869806,Download glyma.Wm82.gnm2_.div_.Valliyodan_Brown_2021.USB481.vcf.gz file,soybean genetics; SNP analysis; genetic diversity; domestication; linkage disequilibrium; Glycine max; Glycine soja; genotyping technology
00103_ChickpeaGeneticVariationMapWild,https://doi.org/10.1038/s41586-021-04066-1,https://www.nature.com/articles/s41586-021-04066-1,"A chickpea genetic variation map based on the sequencing of 3,366 genomes","Zero hunger and good health could be realized by 2030 through effective conservation, characterization and utilization of germplasm resources1. So far, few chickpea (Cicer arietinum) germplasm accessions have been characterized at the genome sequence level2. Here we present a detailed map of variation in 3,171 cultivated and 195 wild accessions to provide publicly available resources for chickpea genomics research and breeding. We constructed a chickpea pan-genome to describe genomic diversity across cultivated chickpea and its wild progenitor accessions. A divergence tree using genes present in around 80% of individuals in one species allowed us to estimate the divergence of Cicer over the last 21 million years. Our analysis found chromosomal segments and genes that show signatures of selection during domestication, migration and improvement. The chromosomal locations of deleterious mutations responsible for limited genetic diversity and decreased fitness were identified in elite germplasm. We identified superior haplotypes for improvement-related traits in landraces that can be introgressed into elite breeding lines through haplotype-based breeding, and found targets for purging deleterious alleles through genomics-assisted breeding and/or gene editing. Finally, we propose three crop breeding strategies based on genomic prediction to enhance crop productivity for 16 traits while avoiding the erosion of genetic diversity through optimal contribution selection (OCS)-based pre-breeding. The predicted performance for 100-seed weight, an important yield-related trait, increased by up to 23% and 12% with OCS- and haplotype-based genomic approaches, respectively.",Cicer reticulatum,Wild chickpea,https://cegresources.icrisat.org/cicerseq/?page_id=3444,FALSE,TRUE,FALSE,FALSE,195,19574878,Download data under Wild cicer species SNPs. For phenotypic data; download Phenotypic data file and read sheet 1 to explore the phenotypic data.,chickpea genomics; crop breeding strategies; germplasm conservation; genomic diversity; gene editing; genomic prediction; genetic selection; agricultural biotechnology
00104_ChickpeaGeneticVariationMapCultivated,https://doi.org/10.1038/s41586-021-04066-1,https://www.nature.com/articles/s41586-021-04066-1,"A chickpea genetic variation map based on the sequencing of 3,366 genomes","Zero hunger and good health could be realized by 2030 through effective conservation, characterization and utilization of germplasm resources1. So far, few chickpea (Cicer arietinum) germplasm accessions have been characterized at the genome sequence level2. Here we present a detailed map of variation in 3,171 cultivated and 195 wild accessions to provide publicly available resources for chickpea genomics research and breeding. We constructed a chickpea pan-genome to describe genomic diversity across cultivated chickpea and its wild progenitor accessions. A divergence tree using genes present in around 80% of individuals in one species allowed us to estimate the divergence of Cicer over the last 21 million years. Our analysis found chromosomal segments and genes that show signatures of selection during domestication, migration and improvement. The chromosomal locations of deleterious mutations responsible for limited genetic diversity and decreased fitness were identified in elite germplasm. We identified superior haplotypes for improvement-related traits in landraces that can be introgressed into elite breeding lines through haplotype-based breeding, and found targets for purging deleterious alleles through genomics-assisted breeding and/or gene editing. Finally, we propose three crop breeding strategies based on genomic prediction to enhance crop productivity for 16 traits while avoiding the erosion of genetic diversity through optimal contribution selection (OCS)-based pre-breeding. The predicted performance for 100-seed weight, an important yield-related trait, increased by up to 23% and 12% with OCS- and haplotype-based genomic approaches, respectively.",Cicer arietinum,Chickpea,https://cegresources.icrisat.org/cicerseq/?page_id=3444,FALSE,TRUE,FALSE,FALSE,3171,3941492,Download data under Cultivated cicer species SNPs. For phenotypic data; download Phenotypic data file and read sheet 1 to explore the phenotypic data.,chickpea genomics; germplasm conservation; genomic diversity; plant breeding strategies; crop productivity enhancement; gene editing in agriculture; genetic diversity preservation; genomic prediction methods
00105_GenotypeMicrobialFoxtailMillet,https://doi.org/10.5281/zenodo.7018178,https://www.nature.com/articles/s41467-022-33238-4,"GWAS, MWAS and mGWAS provide insights into precision agriculture based on genotype-dependent microbial effects in foxtail millet","Genetic and environmental factors collectively determine plant growth and yield. In the past 20 years, genome-wide association studies (GWAS) have been conducted on crops to decipher genetic loci that contribute to growth and yield, however, plant genotype appears to be insufficient to explain the trait variations. Here, we unravel the associations between genotypic, phenotypic, and rhizoplane microbiota variables of 827 foxtail millet cultivars by an integrated GWAS, microbiome-wide association studies (MWAS) and microbiome genome-wide association studies (mGWAS) method. We identify 257 rhizoplane microbial biomarkers associated with six key agronomic traits and validated the microbial-mediated growth effects on foxtail millet using marker strains isolated from the field. The rhizoplane microbiota composition is mainly driven by variations in plant genes related to immunity, metabolites, hormone signaling and nutrient uptake. Among these, the host immune gene FLS2 and transcription factor bHLH35 are widely associated with the microbial taxa of the rhizoplane. We further uncover a plant genotype-microbiota interaction network that contributes to phenotype plasticity. The microbial-mediated growth effects on foxtail millet are dependent on the host genotype, suggesting that precision microbiome management could be used to engineer high-yielding cultivars in agriculture systems.",Setaria italica,Foxtail millet,https://zenodo.org/records/7018179,FALSE,TRUE,FALSE,FALSE,827,161562,"Download the data and unzip it. For more Information on Phenotypic data, read the markdown file under Figure2 Folder.",plant-genetics; microbiome; GWAS; agriculture; crop-yield; microbial-biomarkers; genotype-phenotype-interactions; plant-microbiota-network
00106_ConstructionZeamaysHaplotypeMap916,https://doi.org/10.7946/P28H0C,https://academic.oup.com/gigascience/article/7/4/gix134/4782225,Construction of the third-generation Zea mays haplotype map,"Background
Characterization of genetic variations in maize has been challenging, mainly due to deterioration of collinearity between individual genomes in the species. An international consortium of maize research groups combined resources to develop the maize haplotype version 3 (HapMap 3), built from whole-genome sequencing data from 1218 maize lines, covering predomestication and domesticated Zea mays varieties across the world.

Results
A new computational pipeline was set up to process more than 12 trillion bp of sequencing data, and a set of population genetics filters was applied to identify more than 83 million variant sites.

Conclusions
We identified polymorphisms in regions where collinearity is largely preserved in the maize species. However, the fact that the B73 genome used as the reference only represents a fraction of all haplotypes is still an important limiting factor.",Zea mays,Maize,https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/Qi_Sun_Zea_mays_haplotype_map_2018,FALSE,FALSE,FALSE,FALSE,916,61228639,"Read README file and download files from ""/hmp311_q30"", Might need a CyVerse account to download the data. For further infromation on data, read Avalaibility of Data contents in the article.",maize genetics; whole-genome sequencing; haplotype mapping; genetic variation; population genetics; Zea mays; computational biology; bioinformatics
00107_ConstructionZeamaysHaplotypeMap1210,https://doi.org/10.7946/P28H0C,https://academic.oup.com/gigascience/article/7/4/gix134/4782225,Construction of the third-generation Zea mays haplotype map,"Background
Characterization of genetic variations in maize has been challenging, mainly due to deterioration of collinearity between individual genomes in the species. An international consortium of maize research groups combined resources to develop the maize haplotype version 3 (HapMap 3), built from whole-genome sequencing data from 1218 maize lines, covering predomestication and domesticated Zea mays varieties across the world.

Results
A new computational pipeline was set up to process more than 12 trillion bp of sequencing data, and a set of population genetics filters was applied to identify more than 83 million variant sites.

Conclusions
We identified polymorphisms in regions where collinearity is largely preserved in the maize species. However, the fact that the B73 genome used as the reference only represents a fraction of all haplotypes is still an important limiting factor.",Zea mays,Maize,https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/Qi_Sun_Zea_mays_haplotype_map_2018,FALSE,FALSE,FALSE,FALSE,1210,83153144,"Read README file and download files from ""/hmp321_unimputed"", Might need a CyVerse account to download the data. For further infromation on data, read Avalaibility of Data contents in the article.",maize genetics; HapMap 3; whole-genome sequencing; genetic variation; Zea mays; computational biology; population genetics; polymorphisms
